IATA,Name
MUD,Mueda
MUE,Kamuela
MUF,Muting
MUG,Mulege
MUH,Mersa Matruh
MUI,Muir AAF
MUJ,Mui
MUK,Mauke Island
MUL,Spence
MUM,Mumias
MUN,Quiriquire
MUO,AFB
MUP,Mulga Park
MUQ,Muccan
MUR,Marudi
MUS,Marcus Island
MUT,Muscatine
MUU,Mount Union
MUV,Mustin Alf
MUW,Mascara
MUX,Multan
MUY,Mouyondzi
MUZ,Musoma
MVA,Reykiahlid
MVB,Franceville/Mvengue
MVC,Monroe - Walton County
MVD,Carrasco International
MVE,Montevideo-Chippewa
MVF,Dixsept Rosado
MVG,Mevang
MVH,Macksville
MVI,Manetai
MVJ,Marlboro
MVK,Mulka
MVL,Morrisville-Stowe
MVM,Monument Valley
MVN,Mt Vernon-Outland
MVO,Mongo
MVP,Mitu
MVQ,Mogilev
MVR,Salam
MVS,Aeroporto Max Feffer
MVT,Mataiva
MVU,Musgrave
MVV,Megeve
MVW,Skagit Regional
MVX,Minvoul
MVZ,Masvingo
MWA,Williamson County
MWB,Morawa
MWC,Lawrence J Timmerman
MWD,Mianwali
MWE,Merowe
MWF,Maewo
MWG,Marawaka
MWH,Grant County
MWI,Maramuni
MWJ,Matthews Ridge
MWK,Matak
MWL,Mineral Wells Arpt
MWM,Windom Municipal
MWN,Mwadui
MWO,Hook Field
MWP,Mountain
MWQ,Magwe
MWR,Motswari Airfield
MWS,Mount Wilson
MWT,Moolawatana
MWU,Mussau
MWV,Mundulkiri
MWW,Mouscron
MWY,Miranda Downs
MWZ,Mwanza
MXA,Municipal
MXB,Masamba
MXC,San Juan County
MXD,Marion Downs
MXE,Maxton
MXF,Maxwell AFB
MXG,Marlborough
MXH,Moro
MXI,Imelda Romualdez Marcos
MXJ,Minna
MXK,Mindik
MXL,Mexicali
MXM,Morombe
MXN,Morlaix
MXO,Municipal
MXP,Malpensa
MXQ,Mitchell River
MXR,Mirgorod
MXS,Maota Savaii Is
MXT,Maintirano
MXU,Mullewa
MXV,Moron
MXW,Mandalgobi
MXX,Mora
MXY,Mccarthy
MXZ,Meixian
MYA,Moruya
MYB,Mayoumba
MYC,Maracay
MYD,Malindi
MYE,Miyake Jima
MYF,Montgomery Field
MYG,Mayaguana
MYH,Marble Canyon
MYI,Murray Island
MYJ,Matsuyama
MYK,May Creek
MYL,Mccall
MYM,Monkey Mountain
MYN,Mareb
MYO,Myroodah
MYP,Mary
MYQ,Mysore
MYR,Myrtle Beach Afb
MYS,Moyale
MYT,Myitkyina
MYU,Ellis Field
MYV,Yuba County
MYW,Mtwara
MYX,Menyamya
MYY,Miri
MYZ,Monkey Bay
MZA,Muzaffarnagar
MZB,Mocimboa Praia
MZC,Mitzic
MZD,Mendez
MZE,Manatee
MZF,Mzamba(Wild Coast Sun)
MZG,Makung
MZH,Merzifon
MZI,Mopti
MZJ,Marana
MZK,Marakei
MZL,Santaguida
MZM,Frescaty
MZN,Minj
MZO,Sierra Maestra
MZP,Motueka
MZQ,Mkuze
MZR,Mazar-i-sharif
MZS,Mostyn
MZT,Gen Rafael Buelna
MZU,Muzaffarpur
MZV,Mulu
MZW,Mechria
MZX,Mena
MZY,Mossel Bay
MZZ,Marion
NAA,Narrabri
NAB,Albany NAS
NAC,Naracoorte
NAD,Macanal
NAE,Natitingou
NAF,Banaina
NAG,Sonegaon
NAH,Naha
NAI,Annai
NAJ,Nakhichevan
NAK,Nakhon Ratchasima
NAL,Nalchik
NAM,Namlea
NAN,Nadi International
NAO,Nanchong
NAP,Capodichino
NAQ,Qaanaaq
NAR,Nare
NAS,Nassau International
NAT,Augusto Severo
NAU,Napuka Island
NAV,Nevsehir
NAW,Narathiwat
NAX,Barbers Point
NAY,Nanyuan Airport
NAZ,Nana
NBA,Nambaiyufa
NBB,Barrancominas
NBC,Naberevnye Chelny
NBG,NAS/Alvin Callendar
NBH,Nambucca Heads
NBL,San Blas
NBO,Jomo Kenyatta International
NBP,Battery Pk City/N. Cov
NBR,Nambour
NBU,NAS
NBV,Cana Brava
NBW,Guantanamo NAS
NBX,Nabire
NCA,North Caicos
NCG,Nueva Casas Grandes
NCH,Nachingwea
NCI,Necocli
NCL,Newcastle Airport
NCN,New Chenega
NCO,NAS
NCP,Cubi Pt NAS
NCQ,Atlanta Nas
NCR,San Carlos
NCS,Newcastle
NCT,Guanacaste
NCU,Nukus
NCY,Annecy-Meythe
NDA,Bandanaira
NDB,Nouadhibou
NDC,Nanded
NDD,Sumbe
NDE,Mandera
NDF,Ndalatandos
NDG,Qiqihar
NDI,Namudi
NDJ,Ndjamena
NDK,Namdrik Island
NDL,Ndele
NDM,Mendi
NDN,Nadunumu
NDO,La Palma Del Condado
NDP,Ellyson NAS
NDR,Nador
NDS,Sandstone
NDU,Rundu
NDV,USN Heliport
NDY,Sanday
NDZ,Cuxhaven
NEA,Brunswick Golden Isles
NEC,Necochea
NEF,Neftekamsk
NEG,Negril
NEJ,Nejjo
NEK,Nekemt
NEL,Naec
NEN,Olf Usn
NER,Neryungri
NES,East 34th St Landing
NET,New Bight
NEU,Sam Neua
NEV,Newcastle
NEW,Lakefront
NFB,Detroit NAF
NFG,Nefteyugansk
NFL,NAS
NFR,Nafoora
NGA,Young
NGB,Ningbo
NGC,North Rim
NGD,Anegada
NGE,Ngaoundere
NGI,Ngau Island
NGL,Ngala Airfield
NGM,Agana NAS
NGN,Nargana
NGP,NAS
NGR,Ningerum
NGS,Nagasaki
NGU,Nas Chambers
NGV,Ngiva
NGW,Cabaniss Field
NGX,Manang
NGZ,NAS
NHA,Nha Trang
NHD,Minhad AB
NHF,New Halfa
NHK,NAS
NHS,Nushki
NHT,Northolt
NHV,Nuku Hiva
NHX,Barin Olf Osn
NHZ,NAS
NIA,Nimba
NIB,Nikolai
NIC,Nicosia International
NIE,Niblack
NIF,Nifty
NIG,Nikunau
NIK,Niokolo Koba
NIM,Niamey
NIN,Ninilchik
NIO,Nioki
NIP,Jacksonville NAS
NIR,Chase Field NAS
NIS,Simberi
NIT,Niort
NIX,Nioro
NJA,Atsugi NAS
NJC,Nizhnevartovsk
NJK,El Centro NAF
NKA,Nkan
NKB,Noonkanbah
NKC,Nouakchott
NKD,Sinak
NKG,Lukou International Airport
NKI,Naukiti
NKL,Nkolo
NKM,Komaki AFB
NKN,Nankina
NKO,Ankokoambo
NKS,Nkongsamba
NKU,Nkaus
NKV,Nichen Cove
NKX,Miramar MCAS
NKY,Nkayi
NLA,Ndola
NLC,Lemoore NAS (Reeves Field)
NLD,Intl Quetzalcoatl
NLE,Jerry Tyler Memorial
NLF,Darnley Island
NLG,Nelson Lagoon
NLK,Norfolk Island
NLL,Nullagine
NLP,Nelspruit International
NLS,Nicholson
NLU,Santa Lucia
NLV,Nikolaev
NMA,Namangan
NMB,Daman
NME,Nightmute
NMG,San Miguel
NMN,Nomane
NMP,New Moon
NMR,Nappa Merry
NMS,Namsang
NMT,Namtu
NMU,Namu
NNA,NAF
NNB,Santa Ana
NND,Nangade
NNG,Nanning
NNI,Namutoni
NNK,Naknek
NNL,Nondalton
NNM,Naryan-Mar
NNR,Connemara
NNT,Nan
NNU,Nanuque
NNX,Nunukan
NNY,Nanyang
NOA,Nowra
NOB,Nosara Beach
NOC,Ireland West Airport Knock
NOD,Norden
NOE,Norddeich
NOG,Nogales
NOH,Chicago NAS
NOI,Krymsk
NOJ,Nojabrxsk
NOK,Nova Xavantina
NOL,Nakolik River
NOM,Nomad River
NON,Nonouti
NOO,Naoro
NOR,Nordfjordur
NOS,Fascene
NOT,Novato
NOU,Tontouta
NOV,Huambo
NOZ,Novokuznetsk
NPA,Pensacola NAS
NPE,Hawkes Bay
NPG,Nipa
NPH,Nephi
NPL,New Plymouth
NPO,Nangapinoh
NPP,Napperby
NPT,State
NPU,San Pedro Uraba
NQA,Millington Regional Jetport
NQI,NAS
NQL,Niquelandia
NQN,Neuquen
NQT,Nottingham Airport
NQU,Nuqui
NQX,NAS
NQY,Newquay Cornwall Airport
NRA,Narrandera
NRB,Ns
NRC,Aux Field
NRD,Norderney
NRE,Namrole
NRG,Narrogin
NRI,Shangri-la
NRK,Kungsangen
NRL,North Ronaldsay
NRM,Nara
NRN,Weeze
NRR,Roosevelt NAS
NRS,NAS
NRT,Narita International Airport
NRV,USCG Shore Station
NRY,Newry
NSA,Noosa
NSB,North SPB
NSE,Whiting Field NAS
NSF,Andrews NAF
NSH,Now Shahr
NSI,Nsimalen International
NSM,Norseman
NSN,Nelson
NSO,Scone
NSP,NAF
NST,Nakhon Si Thammarat
NSV,Noosaville
NSX,Hovercraft/Launch Pt
NSY,Sigonella NAF
NTA,Natadola
NTB,Notodden
NTC,Santa Carolina
NTD,Point Mugu NAS (Naval Base Ventura County
NTE,Nantes Atlantique
NTG,Nantong
NTI,Bintuni
NTJ,Manti-Ephraim
NTL,Williamtown
NTM,Miracema Do Norte
NTN,Normanton
NTO,Santo Antao
NTQ,Noto Airport
NTR,Tuxtla Gutierrez
NTT,Kuini Lavenia
NTU,NAS
NTX,Natuna Ranai
NTY,Pilanesberg
NUB,Numbulwar
NUD,En Nahud
NUF,Castlereigh Reservoir
NUG,Nuguria
NUH,Nunchia
NUI,Nuiqsut
NUJ,Nojeh
NUK,Nukutavake
NUL,Nulato
NUN,Saufley NAS
NUP,Nunapitchuk
NUQ,Moffett Field
NUR,Nullarbor
NUS,Norsup
NUT,Nutuve
NUU,Nakuru
NUW,Whidbey Island NAS (Ault Field)
NUX,Novy Urengoy
NVA,La Marguita
NVD,Nevada
NVG,Nueva Guinea
NVI,Navoi
NVK,Framnes
NVP,Novo Aripuana
NVR,Novgorod Airport
NVS,Nevers
NVT,Navegantes
NVY,Neyveli
NWA,Moheli
NWH,Parlin Field
NWI,Norwich International Airport
NWP,NS
NWS,Pier 11/Wall St. SPB
NWT,Nowata
NWU,NAS
NXX,Willow Grove NAS
NYE,Nyeri
NYG,Quantico Nas
NYI,Sunyani
NYK,Nanyuki
NYM,Nadym
NYN,Nyngan
NYO,Skavsta
NYU,Nyaung-u
NZA,Nzagi
NZE,Nzerekore
NZH,Manzhouli
NZO,Nzoia
NZW,South Weymouth
NZY,North Island Nas
OAG,Springhill
OAJ,Albert J Ellis
OAK,Oakland International Airport
OAL,Cacoal
OAM,Oamaru
OAN,Olanchito
OAR,Marina Municipal
OAX,Xoxocotlan
OBA,Oban
OBC,Obock
OBD,Obano
OBE,County
OBF,Oberpfaffenhofen
OBI,Obidos
OBL,Zoersel
OBM,Morobe
OBN,Oban Airport
OBO,Obihiro
OBS,Vals-Lanas
OBT,Oakland/Coliseum Stat
OBU,Kobuk/Wien
OBX,Obo
OBY,Ittoqqortoormiit
OCA,Ocean Reef
OCC,Coca
OCE,Municipal
OCF,Taylor Field
OCH,A L Mangham Jr. Regional
OCI,Oceanic
OCJ,Boscobel
OCN,Municipal
OCV,Aguasclaras
OCW,Warren Field
ODA,Ouadda
ODB,Cordoba
ODD,Oodnadatta
ODE,Beldringe
ODH,RAF Station
ODJ,Ouanda Djalle
ODL,Cordillo Downs
ODN,Long Seridan
ODR,Ord River
ODS,Odessa International
ODW,Oak Harbor
ODY,Oudomxai
OEA,Oneal
OEC,Ocussi
OEL,Orel
OEM,Vincent Fayks
OEO,Municipal
OER,Ornskoldsvik
OES,San Antonio Oeste
OFI,Ouango Fitini
OFJ,Olafsfjordur
OFK,Stefan Field
OFU,Ofu
OGA,Searle Field
OGB,Municipal
OGD,Municipal
OGE,Ogeranang
OGG,Kapalua
OGL,Ogle
OGN,Yonaguni Jima
OGO,Abengourou
OGR,Bongor
OGS,Ogdensburg
OGV,Ongava Game Reserve
OGX,Ain Beida
OGZ,Beslan
OHA,Royal Air Force Base
OHC,AFS
OHD,Ohrid
OHI,Oshakati
OHO,Okhotsk
OHP,Heliport
OHR,Wyk Auf Foehr
OHT,Kohat
OIA,Ourilandia
OIC,Eaton
OIL,Splane Memorial
OIM,Oshima
OIR,Okushiri
OIT,Oita
OJC,Johnson Executive
OKA,Naha
OKB,Fraser Island
OKC,Will Rogers World Airport
OKD,Okadama
OKE,Okino Erabu
OKF,Okaukuejo
OKG,Okoyo
OKH,Cottesmor RAF
OKI,Oki Island
OKJ,Okayama
OKK,Kokomo
OKL,Oksibil
OKM,Okmulgee
OKN,Okondja
OKO,Yokota Afb
OKP,Oksapmin
OKQ,Okaba
OKR,Yorke Island
OKS,Oshkosh
OKT,Oktiabrskij
OKU,Mokuti Lodge
OKV,Okao
OKY,Oakey
OLA,Orland
OLB,Costa Smeralda
OLD,Old Town
OLE,Municipal
OLF,International
OLH,Old Harbor SPB
OLI,Rif
OLJ,Olpoi
OLK,Fuerte Olimpo
OLM,Olympia
OLN,Colonia Sarmiento
OLO,Olomouc
OLP,Olympic Dam
OLQ,Olsobip
OLS,International
OLU,Columbus Municipal
OLV,Olive Branch Arpt
OLY,Olney-Noble
OMA,Eppley Airfield
OMB,Omboue
OMC,Ormoc
OMD,Oranjemund
OME,Nome
OMF,King Hussein
OMG,Omega
OMH,Urmieh
OMI,Omidieh
OMJ,Omura
OMK,Municipal
OML,Omkalai
OMM,Marmul
OMN,Osmanabad
OMO,Mostar
OMR,Oradea
OMS,Omsk
OMY,Oddor Meanche
ONA,Municipal
ONB,Ononge
OND,Ondangwa
ONE,Onepusu
ONG,Mornington
ONH,Municipal
ONI,Moanamani
ONJ,Odate Noshiro
ONL,Municipal
ONM,Socorro
ONN,Onion Bay
ONO,Ontario Municipal Airport
ONP,Newport
ONQ,Zonguldak
ONR,Monkira
ONS,Onslow
ONT,Ontario International
ONU,Ono I Lau
ONX,Enrique Adolfo Jimenez
ONY,Olney
OOA,Municipal
OOK,Toksook Bay
OOL,Coolangatta/Gold Coast
OOM,Cooma
OOR,Mooraberree
OOT,Onotoa
OPA,Kopasker
OPB,Open Bay
OPF,Opa Locka
OPI,Oenpelli
OPL,St Landry Parish
OPO,Francisco Sá Carneiro
OPS,Sinop
OPU,Balimo
OPW,Opuwa
ORA,Oran
ORB,Orebro-bofors
ORC,Orocue
ORD,Chicago O&#039;hare International
ORE,Orleans
ORF,Norfolk International Airport
ORG,Zorg En Hoop
ORH,Worcester Regional Airport
ORI,Port Lions SPB
ORJ,Orinduik
ORK,Cork
ORL,Orlando Executive
ORM,Northampton
ORN,Es Senia
ORO,Yoro
ORP,Orapa
ORQ,Heliport
ORR,Yorketown
ORS,Waterport
ORT,Northway
ORU,Oruro
ORV,Curtis Memorial
ORW,Ormara
ORX,Oriximina
ORY,Orly
ORZ,Orange Walk
OSB,Osage Beach
OSC,Wurtsmith AFB
OSD,Froesoe
OSE,Omora
OSG,Ossima
OSH,Wittman Field
OSI,Osijek
OSK,Oskarshamn
OSL,Oslo Airport
OSM,Mosul
OSN,Osan AB
OSP,Redzikowo
OSR,Mosnov
OSS,Osh International Airport
OST,Ostend/Bruges International Airport
OSU,Ohio State University
OSW,Orsk
OSX,Attala County
OSY,Namsos
OSZ,Koszalin
OTA,Mota
OTC,Bol
OTD,Contadora
OTG,Worthington
OTH,North Bend
OTI,Morotai Island
OTJ,Otjiwarongo
OTL,Boutilimit
OTM,Industrial
OTN,Green
OTO,Vor
OTP,Henri Coanda International
OTR,Coto 47
OTS,Anacortes
OTU,Otu
OTV,Ontong Java
OTY,Oria
OTZ,Kotzebue
OUA,Ouagadougou
OUD,Les Angades
OUE,Ouesso
OUG,Ouahigouya
OUH,Oudtshoorn
OUI,Ban Houei
OUK,Outer Skerries
OUL,Oulu
OUM,Oum Hadjer
OUN,Max Westheimer
OUR,Batouri
OUS,Ourinhos
OUT,Bousso
OUU,Ouanga
OUZ,Zouerate
OVA,Bekily
OVB,Tolmachevo
OVD,Asturias
OVE,Oroville
OVG,Overberg (FAOB)
OVL,Ovalle
OVR,Olavarria
OWA,Owatonna
OWB,Daviess County
OWD,Memorial
OWE,Owendo
OWK,Central Maine Airport of Norridgewock
OXB,Osvaldo Vieira International
OXC,Waterbury-oxford
OXD,Miami University
OXF,Oxford (Kidlington)
OXO,Orientos
OXR,Ventura
OXY,Morney
OYA,Goya
OYE,Oyem
OYG,Moyo
OYK,Oiapoque
OYL,Moyale
OYN,Ouyen
OYO,Tres Arroyos
OYP,St-Georges de lOyapock
OYS,Yosemite Ntl Park
OZA,Ozona Municipal
OZC,Labo
OZH,Zaporozhye
OZI,Bobadilla
OZP,Moron
OZR,Cairns AAF
OZU,Montilla
OZZ,Ouarzazate
PAA,Pa-an
PAB,Bilaspur
PAC,Paitilla-Marcos A. Gelabert
PAD,Paderborn/lippstadt
PAE,Snohomish County
PAF,Pakuba
PAG,Pagadian
PAH,Barkley Regional
PAI,Pailin
PAJ,Para Chinar
PAK,Port Allen
PAL,Palanquero
PAM,Tyndall AFB
PAN,Pattani
PAO,Palo Alto
PAP,Toussaint Louverture International
PAQ,Municipal
PAS,Paros
PAT,Patna
PAU,Pauk
PAV,Paulo Afonso
PAW,Pambwa
PAX,Port De Paix
PAY,Pamol
PAZ,Tajin
PBA,Point Barrow
PBB,Paranaiba
PBC,Hermanos Serdan International
PBD,Porbandar
PBE,Puerto Berrio
PBF,Grider Field
PBG,Plattsburgh International
PBH,Paro
PBI,Palm Beach International
PBJ,Paama
PBK,Pack Creek
PBL,Puerto Cabello
PBM,Zanderij Intl
PBN,Porto Amboim
PBO,Paraburdoo
PBP,Punta Islita
PBQ,Pimenta Bueno
PBR,Puerto Barrios
PBS,Patong Beach
PBT,Puerto Leda
PBU,Putao
PBV,Porto Dos Gauchos
PBW,Palibelo
PBX,Porto Alegre Do Norte
PBY,Hamilton/Proserpine
PBZ,Plettenberg Bay
PCA,Portage Creek
PCB,Pondok Cabe
PCC,Puerto Rico
PCD,Municipal
PCE,Painter Creek
PCG,Paso Caballos
PCH,Palacios
PCJ,Puerto La Victoria
PCK,Porcupine Creek
PCL,Captain Rolden International Airport
PCM,Playa Del Carmen
PCN,Koromiko
PCO,Punta Colorada
PCP,Principe
PCQ,Bounneua
PCR,Puerto Carreno
PCS,Picos
PCT,Princeton
PCU,Pearl River County
PCV,Punta Chivato
PDA,Puerto Inirida
PDB,Pedro Bay
PDC,Mueo
PDD,Ponta de Ouro
PDE,Pandie Pandie
PDF,Prado
PDG,Minangkabau International Airport
PDI,Pindiu
PDK,Dekalb-Peachtree
PDL,Nordela
PDN,Parndana
PDO,Pendopo
PDP,Capitan Corbeta CA Curbelo International Airport
PDR,Municipal
PDS,Piedras Negras
PDT,Pendleton
PDU,Paysandu
PDV,Plovdiv
PDX,Portland International
PDZ,Pedernales
PEA,Penneshaw
PEB,Pebane
PEC,Pelican SPB
PED,Pardubice
PEE,Bolshoe Savino
PEF,Peenemuende
PEG,Sant Egidio
PEH,Pehuajo
PEI,Matecana
PEJ,Peschiei
PEK,Beijing Capital Int.
PEL,Pelaneng
PEM,Puerto Maldonado
PEN,Penang International
PEP,Peppimenarti
PEQ,Pecos City
PER,Perth International
PES,Petrozavodsk
PET,Federal
PEU,Puerto Lempira
PEW,Peshawar
PEX,Pechora
PEY,Penong
PEZ,Penza
PFA,Paf Warren
PFB,Passo Fundo
PFC,Pacific City State
PFD,Port Frederick
PFJ,Patreksfjordur
PFN,Bay County
PFO,International
PFQ,Parsabad
PFR,Ilebo
PGA,Page
PGB,Pangoa
PGC,Grant County
PGD,Charlotte County
PGE,Yegepa
PGF,Llabanere
PGG,Progresso
PGH,Pantnagar
PGI,Chitato
PGK,Pangkalpinang
PGL,Jackson County
PGM,Port Graham
PGN,Pangia
PGO,Stevens Field
PGP,Porto Alegre
PGR,Municipal
PGS,Peach Springs
PGV,Pitt-Greenville
PGX,Bassillac
PHA,Phan Rang
PHB,Santos Dumont
PHC,Port Harcourt
PHD,Harry Clever
PHE,Port Hedland
PHF,Newport News/williamsb
PHG,Port Harcourt City
PHH,Phan Thiet
PHI,Pinheiro
PHJ,Port Hunter
PHK,Palm Beach Co Glades
PHL,Philadelphia International
PHM,Boeblingen
PHN,St Clair County Intl
PHO,Point Hope
PHP,Philip
PHR,Pacific Harbor
PHS,Phitsanulok
PHT,Henry County
PHU,Phu Vinh
PHW,Cape Town
PHX,Sky Harbor Intl
PHY,Phetchabun
PHZ,Phi Phi Island
PIA,Greater Peoria
PIB,Hattiesburg-Laurel Regional
PIC,Pine Cay
PID,Paradise Island
PIE,St. Petersburg-Clearwater International
PIF,Pingtung
PIG,Pitinga
PIH,Pocatello
PII,Phillips Field
PIK,Prestwick
PIL,Pilar
PIM,Garden Harris County
PIN,Parintins
PIO,Pisco
PIP,Pilot Point
PIQ,Pipillipai
PIR,Pierre
PIS,Biard
PIU,Piura
PIV,Pirapora
PIW,Pikwitonei
PIX,Pico Island
PIZ,Point Lay LRRS Airport
PJA,Pajala
PJB,Payson
PJC,Pedro Juan Caballero
PJG,Panjgur
PJM,Puerto Jimenez
PJS,Port San Juan
PJZ,Puerto Vallarta
PKA,SPB
PKB,Wood County
PKC,Yelizovo
PKD,Park Rapids
PKE,Parkes
PKF,Park Falls
PKG,Pangkor Airport
PKH,Alexion
PKJ,Playa Grande
PKK,Pakokku
PKL,Pakatoa Island
PKM,Port Kaituma
PKN,Pangkalanbuun
PKO,Parakou
PKP,Puka Puka
PKR,Pokhara
PKS,Paksane
PKT,Port Keats
PKU,Sultan Syarif Kasim Ii
PKV,Pskov
PKW,Selebi-Phikwe
PKY,Palangkaraya
PKZ,Pakse
PLA,Planadas
PLB,Clinton County
PLC,Planeta Rica
PLD,Playa Samara
PLE,Paiela
PLF,Pala
PLG,La Plagne
PLH,Plymouth
PLI,Palm Island
PLJ,Placencia
PLK,M Graham Clark
PLL,Ponta Pelada
PLM,Mahmud Badaruddin Ii
PLN,Emmet County
PLO,Port Lincoln
PLP,La Palma
PLQ,Palanga International
PLR,St Clair County
PLS,International
PLT,Plato
PLU,Pampulha
PLV,Poltava
PLW,Mutiara
PLX,Semipalatinsk
PLY,Plymouth
PLZ,Port Elizabeth
PMA,Wawi
PMB,Intermediate
PMC,Tepual
PMD,La Palmdale Regional Airport
PME,Portsmouth
PMF,Giuseppe Verdi
PMG,International
PMH,Greater Portsmouth Regional
PMI,Son Sant Joan Airport
PMK,Palm Island
PML,AFS
PMM,Phanom Sarakham
PMN,Pumani
PMO,Punta Raisi
PMP,Pimaga
PMQ,Perito Moreno
PMR,Palmerston North
PMS,Palmyra
PMT,Paramakotoi
PMU,SPB
PMV,Del Caribe International (Gen. Santiago Marino)
PMW,Palmas
PMX,Metropolitan
PMY,El Tehuelche
PMZ,Palmar Sur
PNA,Pamplona
PNB,Porto Nacional
PNC,Ponca City
PND,Punta Gorda
PNE,North Philadelphia
PNG,Municipal
PNH,Phnom Penh International
PNI,Pohnpei
PNJ,Peng Lai/Sha He Kou
PNK,Supadio
PNL,Pantelleria
PNN,Princeton
PNO,Pinotepa Nacional
PNP,Girua
PNQ,Lohegaon
PNR,Pointe Noire
PNS,Regional
PNT,Teniente J. Gallardo
PNU,Panguitch
PNV,Panevezys
PNX,Grayson County
PNY,Pondicherry
PNZ,Internacional
POA,Salgado Filho
POB,Pope AFB
POC,Brackett Field
POD,Podor
POE,Polk AAF
POF,Earl Fields Memorial
POG,Port Gentil
POH,Municipal
POI,Potosi
POJ,Patos De Minas
POL,Porto Amelia
POM,Jackson Fld
PON,Poptun
POO,Pocos De Caldas
POP,La Union
POQ,Polk Inlet
POR,Pori
POS,Piarco International
POT,Ken Jones
POU,Dutchess County
POV,Presov
POW,Portoroz
POX,Paris Cergy Pontoise
POY,Powell
POZ,Lawica
PPA,Perry Lefors Field
PPB,Adhemar De Barros
PPC,Prospect Creek
PPD,Palmas Del Mar
PPE,Puerto Penasco
PPF,Tri-City
PPG,International
PPH,Peraitepuy
PPI,Port Pirie
PPJ,Pulau Panjang
PPK,Petropavlovsk
PPL,Phaplu
PPM,Pompano Beach
PPN,Machangara
PPO,Powell Point
PPP,Whitsunday Coast
PPQ,Paraparaumu
PPR,Pasir Pangarayan
PPS,Puerto Princesa
PPT,Faa&#039;a
PPU,Papun
PPV,Port Protection
PPW,Papa Westray
PPX,Param
PPY,Pouso Alegre
PPZ,Puerto Paez
PQC,Duong Dong
PQI,Municipal
PQM,Palenque
PQQ,Port Macquarie
PQS,Pilot Station
PQT,Heliport
PRA,Parana
PRB,Paso Robles
PRC,Prescott
PRD,Pardoo
PRE,Pore
PRF,Port Johnson
PRG,Ruzyne
PRH,Phrae
PRI,Praslin Island
PRJ,Capri
PRK,Prieska
PRL,Port Oceanic
PRM,Portimao
PRN,Prishtina International Airport
PRO,Municipal
PRP,Propriano
PRQ,Pres. Roque Saenz Pena
PRR,Paruima
PRS,Parasi
PRT,Coast Guard Heliport
PRU,Prome
PRV,Prerov
PRW,Prentice
PRX,Cox Field
PRY,Wonderboom Apt.
PRZ,Prineville
PSA,Galileo Galilei
PSB,Bellefonte
PSC,Tri-cities
PSD,Port Said
PSE,Mercedita
PSF,Pittsfield
PSG,Petersburg James A Johnson
PSH,St Peter
PSI,Pasni
PSJ,Poso
PSK,New River Valley
PSL,Perth
PSN,Palestine Municipal Airport
PSO,Cano
PSP,Municipal
PSQ,SPB
PSR,Liberi
PSS,Posadas
PST,Preston
PSU,Putussibau
PSV,Papa Stour
PSW,Passos
PSX,Palacios
PSY,Port Stanley
PSZ,Puerto Suarez
PTA,Port Alsworth
PTB,Municipal
PTC,Port Alice
PTD,Port Alexander
PTE,Port Stephens
PTF,Malololailai
PTG,Polokwane
PTH,Port Heiden
PTI,Port Douglas
PTJ,Portland
PTK,Pontiac
PTL,Port Armstrong
PTM,Palmarito
PTN,Williams Memorial
PTO,Municipal
PTP,Le Raizet
PTQ,Porto de Moz
PTR,Pleasant Harbour
PTS,Municipal
PTT,Pratt
PTU,Platinum
PTV,Porterville
PTW,Pottstown/Limerick
PTX,Pitalito
PTY,Tocumen International
PTZ,Pastaza
PUA,Puas
PUB,Memorial
PUC,Carbon County
PUD,Puerto Deseado
PUE,Puerto Obaldia
PUF,Pau-Pyrénées
PUG,Port Augusta
PUH,Pochutla
PUI,Pureni
PUJ,Punta Cana International
PUK,Pukarua
PUL,Poulsbo
PUM,Pomala
PUN,Punia
PUO,Prudhoe Bay
PUP,Po
PUQ,Pres Ibanez
PUR,Puerto Rico
PUS,Gimhae
PUT,Puttaprathe
PUU,Puerto Asis
PUV,Poum
PUW,Pullman-Moscow Regional Airport
PUX,Puerto Varas
PUY,Pula
PUZ,Puerto Cabezas
PVA,Providencia
PVC,Provincetown
PVD,T. F. Green Airport
PVE,El Porvenir
PVF,Placerville
PVG,Pu Dong
PVH,Governador Jorge Teixeira
PVI,Paranavaí
PVK,Aktion
PVN,Pleven
PVO,Reales Tamarindos
PVR,Licenciado Gustavo Díaz Ordaz International
PVS,Provideniya Bay
PVU,Provo
PVW,Hale County
PVX,Provedenia
PVY,Pope Vanoy
PVZ,Casement
PWA,Wiley Post
PWD,Sherwood
PWE,Pevek
PWI,Beles
PWK,Pal-Waukee
PWL,Purwokerto
PWM,Intl Jetport
PWN,Pitts Town
PWO,Pweto
PWQ,Pavlodar
PWR,Port Walter
PWT,Bremerton
PXL,Polacca
PXM,Puerto Escondido
PXO,Porto Santo
PXR,Surin
PXS,Puerto De Santa Maria
PXU,Pleiku
PYA,Puerto Boyaca
PYB,Jeypore
PYC,Playon Chico
PYE,Penrhyn Island
PYH,Puerto Ayacucho
PYJ,Polyarnyj
PYL,Perry SPB
PYM,Plymouth
PYN,Payan
PYO,Putumayo
PYR,Andravida
PYV,Yaviza
PYX,Pattaya
PZA,Casanare
PZB,Pietermaritzburg Oribi
PZE,Penzance
PZH,Zhob
PZI,Pan Zhi Hua Bao AnYing
PZK,Puka Puka Is/Attol
PZL,Zulu Inyala
PZO,Puerto Ordaz
PZU,Port Sudan
PZY,Piestany
